site,spp_1,species,count,day,month,season,year,time,sunrise,sunset,m_60
Clandeboye,Fallow,Fallow Deer,1,2,8,summer,2013,02:40:00,04:38,20:25,-1.97
Cookstown,Hare,Hare,1,30,6,summer,2013,23:05:00,03:53,21:06,-1.97
Mount Stewart,Rabbit,Rabbit,1,21,5,spring,2013,22:35:00,04:10,20:36,-1.97
Bowtown Road,Rabbit,Rabbit,2,30,1,winter,2014,06:21:00,08:19,17:00,-1.97
Lisnaskea Forest,Fox,Fox,1,4,9,autumn,2015,21:09:00,05:38,19:11,-1.95
Ardmore,Hare,Hare,1,23,7,summer,2015,02:24:00,04:21,20:44,-1.95
Beltonean Lane,Hare,Hare,1,4,8,summer,2014,22:20:00,04:41,20:22,-1.95
Michael's Farm,Rabbit,Rabbit,1,28,9,autumn,2013,04:26:00,06:23,18:09,-1.95
Cookstown,Badger,Badger,1,29,7,summer,2014,22:30:00,04:31,20:33,-1.93
Sandholes,Badger,Badger,1,29,7,summer,2014,22:30:00,04:31,20:33,-1.93
Erik & Cecil's,Fallow,Fallow Deer,2,4,11,autumn,2013,05:39:00,07:35,16:43,-1.93
Bellaghy,Fox,Fox,1,16,7,summer,2013,22:50:00,04:11,20:53,-1.93
Lisnaskea Forest,Marten,Pine Marten,1,25,9,autumn,2015,20:15:00,06:16,18:18,-1.93
Lisnaskea Forest,Mouse,Mouse,1,8,9,autumn,2001,20:58:00,05:45,19:01,-1.93
Curragh,Mouse,Wood mouse,1,28,2,winter,2014,05:22:00,07:18,18:00,-1.93
Mount Stewart,Badger,Badger,1,19,5,spring,2013,22:29:00,04:13,20:33,-1.92
Bellaghy,Badger,Badger,1,23,6,summer,2013,01:54:00,03:49,21:07,-1.92
Erik & Cecil's,Fallow,Fallow Deer,1,9,11,autumn,2013,18:30:00,07:45,16:34,-1.92
Lisnaskea Forest,Fox,Fox,1,3,10,autumn,2015,19:54:00,06:31,17:58,-1.92
Lisnaskea Forest,Mouse,Mouse,1,16,9,autumn,2015,20:37:00,06:00,18:41,-1.92
Mount Stewart,Rabbit,Rabbit,1,19,5,spring,2013,22:29:00,04:13,20:33,-1.92
Sandholes,Rabbit,Rabbit,1,1,8,summer,2014,22:24:00,04:36,20:28,-1.92
Lisnaskea Forest,Sika,Sika,3,5,9,autumn,2015,21:05:00,05:40,19:09,-1.92
Ballyrolly,Badger,Badger,2,2,9,autumn,2013,21:10:00,05:35,19:15,-1.9
Magherafelt,Rabbit,Rabbit,1,28,6,summer,2015,23:02:00,03:51,21:07,-1.9
Lisnaskea Forest,Sika,Sika,2,23,11,autumn,2015,06:17:00,08:11,16:13,-1.9
Killcooley Wood,Fox,Fox,1,26,1,winter,2014,06:33:00,08:26,16:52,-1.88
Moneymore,Hare,Hare,1,4,4,spring,2013,21:03:00,05:50,19:09,-1.88
Cooltrain,Mouse,Wood mouse,1,2,2,winter,2014,06:21:00,08:14,17:06,-1.88
Cooltrain,Mouse,Wood mouse,1,3,2,winter,2014,19:02:00,08:12,17:08,-1.88
Magherafelt,Badger,Badger,1,1,7,summer,2015,02:01:00,03:53,21:06,-1.87
Clandeboye,Fallow,Fallow Deer,1,24,6,summer,2013,23:00:00,03:50,21:07,-1.87
Clandeboye,Fox,Fox,1,19,7,summer,2013,22:42:00,04:15,20:49,-1.87
Carrowdore,Fox,Fox,1,26,1,winter,2014,18:45:00,08:26,16:52,-1.87
Maghera,Hare,Hare,1,8,5,spring,2013,22:07:00,04:33,20:14,-1.87
Magho,Marten,Pine Marten,1,19,2,winter,2014,05:47:00,07:39,17:42,-1.87
Lisnaskea Forest,Mouse,Mouse,1,3,9,autumn,2015,03:44:00,05:36,19:14,-1.87
Lisnaskea Forest,Mouse,Mouse,2,15,9,autumn,2015,20:37:00,05:58,18:44,-1.87
Curragh,Mouse,Wood mouse,1,27,2,winter,2014,05:29:00,07:21,17:58,-1.87
Cooltrain,Mouse,Wood mouse,2,3,2,winter,2014,06:20:00,08:12,17:08,-1.87
Magherafelt,Rabbit,Rabbit,1,2,7,summer,2015,22:58:00,03:54,21:06,-1.87
Mount Stewart,Badger,Badger,1,13,5,spring,2013,22:15:00,04:23,20:23,-1.85
Mount Stewart,Fox,Fox,1,12,3,spring,2014,04:58:00,06:49,18:24,-1.85
Moneymore,Hare,Hare,1,4,5,spring,2013,02:50:00,04:41,20:06,-1.85
Gortreagh,Hare,Hare,1,14,7,summer,2013,22:47:00,04:08,20:55,-1.85
Lisnaskea Forest,Marten,Pine Marten,1,4,9,autumn,2015,03:47:00,05:38,19:11,-1.85
Michael's Farm,Rabbit,Rabbit,1,25,9,autumn,2013,04:26:00,06:17,18:17,-1.85
Michael's Farm,Rabbit,Rabbit,1,21,9,autumn,2013,20:19:00,06:10,18:27,-1.85
Lisnaskea Forest,Sika,Sika,1,9,10,autumn,2015,19:35:00,06:43,17:43,-1.85
Lisnaskea Forest,Sika,Sika,1,20,11,autumn,2015,18:09:00,08:06,16:17,-1.85
Mount Stewart,Badger,Badger,1,21,4,spring,2013,03:19:00,05:09,19:42,-1.08
Bowtown Road,Fox,Fox,1,4,2,winter,2014,06:20:00,08:10,17:10,-1.08
Knockcloghrim,Hare,Hare,1,26,4,spring,2013,21:42:00,04:58,19:51,-1.08
Mount Stewart,Rabbit,Rabbit,1,18,5,spring,2013,22:22:00,04:15,20:31,-1.08
Lisnaskea Forest,Sika,Sika,1,12,9,autumn,2015,20:42:00,05:52,18:51,-1.08
Saintfield,Badger,Badger,1,15,4,spring,2015,03:36:00,05:25,19:29,-1.82
Lisnaskea Forest,Fox,Fox,1,3,10,autumn,2015,19:48:00,06:31,17:58,-1.82
Moneymore,Fox,Fox,1,9,6,summer,2013,22:51:00,03:51,21:01,-1.82
Bowtown Road,Fox,Fox,1,5,2,winter,2014,06:19:00,08:08,17:12,-1.82
Carncastle,Hare,Hare,1,23,6,summer,2015,22:57:00,03:49,21:07,-1.82
Mount Stewart,Badger,Badger,1,13,3,spring,2014,20:15:00,06:46,18:26,-1.8
Clandeboye,Fallow,Fallow Deer,1,1,8,summer,2013,22:16:00,04:36,20:27,-1.8
Saintfield,Fox,Fox,1,14,4,spring,2015,21:16:00,05:27,19:27,-1.8
Maghera,Hare,Hare,1,8,5,spring,2013,22:03:00,04:33,20:14,-1.8
Clandeboye,Rabbit,Rabbit,1,5,7,summer,2013,02:09:00,03:57,21:04,-1.8
Moneymore,Rabbit,Rabbit,1,9,7,summer,2014,22:50:00,04:01,21:01,-1.8
Lisnaskea Forest,Sika,Sika,2,20,11,autumn,2015,18:06:00,08:06,16:17,-1.8
Mount Stewart,Badger,Badger,2,16,4,spring,2013,21:20:00,05:21,19:32,-1.78
Gortreagh,Badger,Badger,1,21,6,summer,2013,02:02:00,03:49,21:07,-1.78
Newferry,Hare,Hare,1,29,4,spring,2013,21:45:00,04:51,19:57,-1.78
Lisnaskea Forest,Marten,Pine Marten,1,9,9,autumn,2001,04:00:00,05:47,18:59,-1.78
Mount Stewart,Rabbit,Rabbit,1,14,3,spring,2014,04:57:00,06:44,18:28,-1.78
Lisnaskea Forest,Sika,Sika,4,8,8,summer,2015,22:02:00,04:48,20:14,-1.78
Mount Stewart,Badger,Badger,1,8,5,spring,2013,22:01:00,04:33,20:14,-1.77
Clandeboye,Fallow,Fallow Deer,1,30,6,summer,2013,22:53:00,03:53,21:06,-1.77
Killycolpy,Fox,Fox,1,29,5,spring,2013,02:14:00,04:00,20:48,-1.77
Maghera,Hare,Hare,1,3,11,autumn,2013,18:50:00,08:17,17:03,-1.77
Lissan,Hare,Hare,1,4,5,spring,2013,21:53:00,04:41,20:06,-1.77
Knockcloghrim,Hare,Hare,1,7,5,spring,2013,21:59:00,04:35,20:12,-1.77
Clandeboye,Rabbit,Rabbit,3,24,6,summer,2013,22:54:00,03:50,21:07,-1.77
Ballygrangee Manor,Badger,Badger,1,10,10,autumn,2013,05:01:00,06:46,17:40,-1.75
Mount Stewart,Badger,Badger,1,25,4,spring,2013,21:35:00,05:00,19:49,-1.75
Gortavoy Bridge,Badger,Badger,1,13,7,summer,2013,02:22:00,04:07,20:56,-1.75
Beltonean Lane,Badger,Badger,1,8,8,summer,2014,03:04:00,04:49,20:14,-1.75
Moneymore,Fox,Fox,1,13,7,summer,2014,22:43:00,04:06,20:57,-1.75
Lurgan,Fox,Fox,1,25,8,summer,2014,03:35:00,05:20,19:35,-1.75
Curragh,Mouse,Wood mouse,1,26,2,winter,2014,05:38:00,07:23,17:56,-1.75
Cooltrain,Mouse,Wood mouse,1,2,2,winter,2014,06:29:00,08:14,17:06,-1.75
Cookstown,Rabbit,Rabbit,1,9,8,summer,2014,21:58:00,04:50,20:12,-1.75
Mount Stewart,Badger,Badger,1,16,4,spring,2013,21:17:00,05:21,19:32,-1.73
Ballyrolly,Badger,Badger,1,26,8,summer,2013,21:17:00,05:22,19:32,-1.73
Erik & Cecil's,Fallow,Fallow Deer,1,12,11,autumn,2013,18:14:00,07:51,16:29,-1.73
Lisnaskea Forest,Fox,Fox,1,5,10,autumn,2015,04:51:00,06:35,17:53,-1.73
Knockcloghrim,Fox,Fox,1,13,6,summer,2013,22:49:00,03:49,21:04,-1.73
Maghera,Hare,Hare,1,8,5,spring,2013,21:59:00,04:33,20:14,-1.73
Magherafelt,Hare,Hare,1,2,7,summer,2015,22:50:00,03:54,21:06,-1.73
Glencunny,Marten,Pine Marten,1,14,2,winter,2014,19:16:00,07:50,17:31,-1.73
Curragh,Mouse,Wood mouse,2,27,2,winter,2014,19:43:00,07:21,17:58,-1.73
Lisnaskea Forest,Sika,Sika,1,22,11,autumn,2015,17:59:00,08:09,16:14,-1.73
Mount Stewart,Badger,Badger,1,9,3,spring,2014,05:13:00,06:56,18:18,-1.72
Mount Stewart,Badger,Badger,1,24,5,spring,2013,02:23:00,04:06,20:41,-1.72
Cookstown,Badger,Badger,1,2,8,summer,2014,22:10:00,04:38,20:26,-1.72
Sandholes,Badger,Badger,1,2,8,summer,2014,22:10:00,04:38,20:26,-1.72
Knockcloghrim,Fox,Fox,1,14,7,summer,2013,02:25:00,04:08,20:55,-1.72
Knockcloghrim,Hare,Hare,1,5,5,spring,2013,21:52:00,04:39,20:08,-1.72
Lisnaskea Forest,Sika,Sika,2,6,10,autumn,2015,19:35:00,06:37,17:51,-1.72
Mount Stewart,Badger,Badger,1,9,5,spring,2013,21:59:00,04:31,20:16,-1.7
Cookstown,Badger,Badger,1,30,6,summer,2013,02:11:00,03:53,21:06,-1.7
Mount Stewart,Badger,Badger,1,9,6,summer,2013,22:44:00,03:51,21:01,-1.7
Moneymore,Fox,Fox,1,11,7,summer,2014,22:42:00,04:04,20:59,-1.7
Ardmore,Hare,Hare,1,24,7,summer,2015,22:25:00,04:22,20:42,-1.7
Lisnaskea Forest,Marten,Pine Marten,1,4,9,autumn,2015,03:56:00,05:38,19:11,-1.7
Michael's Farm,Rabbit,Rabbit,1,23,9,autumn,2013,04:32:00,06:14,18:22,-1.7
Lisnaskea Forest,Sika,Sika,1,2,9,autumn,2015,20:59:00,05:34,19:16,-1.7
Mount Stewart,Badger,Badger,1,6,6,summer,2013,22:40:00,03:52,20:58,-1.68
Clandeboye,Fallow,Fallow Deer,1,10,7,summer,2013,22:41:00,04:03,20:59,-1.68
Clandeboye,Fallow,Fallow Deer,1,12,8,summer,2013,03:15:00,04:56,20:05,-1.68
Carrowdore,Fox,Fox,1,18,1,winter,2014,18:19:00,08:37,16:37,-1.68
Lissan,Hare,Hare,1,11,7,summer,2013,22:40:00,04:04,20:58,-1.68
Cookstown,Hare,Hare,1,2,7,summer,2013,22:47:00,03:55,21:05,-1.68
Clandeboye,Rabbit,Rabbit,1,27,6,summer,2013,02:10:00,03:51,21:07,-1.68
Lisnaskea Forest,Sika,Sika,1,2,9,autumn,2015,20:58:00,05:34,19:16,-1.68
Clandeboye,Fallow,Fallow Deer,1,10,7,summer,2013,22:40:00,04:03,20:59,-1.07
Knockcloghrim,Hare,Hare,1,15,9,autumn,2013,20:23:00,05:59,18:42,-1.07
Cookstown,Hare,Hare,1,28,6,summer,2013,02:12:00,03:52,21:07,-1.07
Clandeboye,Marten,Pine Marten,1,18,7,summer,2013,02:34:00,04:14,20:50,-1.07
Lisnaskea Forest,Marten,Pine Marten,1,4,8,summer,2015,22:03:00,04:41,20:22,-1.07
Curragh,Mouse,Wood mouse,1,16,2,winter,2014,06:06:00,07:46,17:35,-1.07
Dunnamore,Badger,Badger,1,14,7,summer,2013,02:29:00,04:08,20:55,-1.65
Clandeboye,Fallow,Fallow Deer,2,8,7,summer,2013,22:41:00,04:01,21:01,-1.65
Lisnaskea Forest,Fox,Fox,1,15,9,autumn,2015,20:24:00,05:58,18:44,-1.65
Bowtown Road,Fox,Fox,1,25,1,winter,2014,18:30:00,08:27,16:50,-1.65
Knockcloghrim,Hare,Hare,1,8,10,autumn,2013,19:24:00,06:42,17:44,-1.65
Magherafelt,Hare,Hare,1,26,7,summer,2014,22:18:00,04:26,20:38,-1.65
Lurgan,Hare,Hare,1,10,7,summer,2014,22:40:00,04:03,21:00,-1.65
Mount Stewart,Mouse,Wood mouse,1,12,3,spring,2014,05:10:00,06:49,18:24,-1.65
Curragh,Mouse,Wood mouse,2,28,2,winter,2014,05:39:00,07:18,18:00,-1.65
Clandeboye,Fallow,Fallow Deer,1,23,6,summer,2013,02:11:00,03:49,21:07,-1.63
Clandeboye,Fallow,Fallow Deer,2,11,7,summer,2013,22:37:00,04:04,20:58,-1.63
Clandeboye,Fallow,Fallow Deer,2,7,7,summer,2013,22:41:00,03:59,21:02,-1.63
Clandeboye,Fox,Fox,1,25,6,summer,2013,22:46:00,03:50,21:07,-1.63
Mount Stewart,Rabbit,Rabbit,1,17,5,spring,2013,22:09:00,04:16,20:30,-1.63
Lisnaskea Forest,Sika,Sika,1,14,11,autumn,2015,18:05:00,07:54,16:26,-1.63
Ballyrolly,Badger,Badger,1,2,9,autumn,2013,20:53:00,05:35,19:15,-1.62
Magherafelt,Badger,Badger,1,20,4,spring,2013,21:18:00,05:12,19:40,-1.62
Bellaghy,Fox,Fox,1,9,7,summer,2013,22:38:00,04:02,21:00,-1.62
Middletown,Hare,Hare,1,13,3,spring,2015,20:03:46,06:47,18:25,-1.62
Lisnaskea Forest,Sika,Sika,1,6,10,autumn,2015,19:29:00,06:37,17:51,-1.62
Mount Stewart,Badger,Badger,1,17,3,spring,2014,20:11:00,06:36,18:34,-1.6
Knockcloghrim,Badger,Badger,1,21,6,summer,2013,02:13:00,03:49,21:07,-1.6
Erik & Cecil's,Fallow,Fallow Deer,1,4,11,autumn,2013,18:20:00,07:35,16:43,-1.6
Moneymore,Fox,Fox,1,13,7,summer,2014,22:34:00,04:06,20:57,-1.6
Moneymore,Fox,Fox,1,10,7,summer,2014,22:37:00,04:03,21:00,-1.6
Knockcloghrim,Hare,Hare,1,4,11,autumn,2013,18:20:00,07:35,16:43,-1.6
Beltonean Lane,Hare,Hare,1,7,8,summer,2014,21:53:00,04:47,20:16,-1.6
Michael's Farm,Rabbit,Rabbit,1,27,9,autumn,2013,19:49:00,06:21,18:12,-1.6
Mount Stewart,Rabbit,Rabbit,1,29,5,spring,2013,22:25:00,04:00,20:48,-1.6
Sandholes,Rabbit,Rabbit,1,31,7,summer,2014,22:06:00,04:34,20:29,-1.6
Cookstown,Rabbit,Rabbit,1,5,8,summer,2014,21:57:00,04:43,20:20,-1.6
Lisnaskea Forest,Sika,Sika,1,15,9,autumn,2015,20:21:00,05:58,18:44,-1.6
Michael's Farm,Badger,Badger,1,24,9,autumn,2013,04:40:00,06:15,18:20,-1.58
Clandeboye,Fallow,Fallow Deer,1,4,7,summer,2013,22:40:00,03:56,21:04,-1.58
Lisnaskea Forest,Fox,Fox,1,19,9,autumn,2015,20:09:00,06:05,18:34,-1.58
Mount Stewart,Fox,Fox,1,11,3,spring,2014,19:58:00,06:51,18:22,-1.58
Mount Stewart,Fox,Fox,1,22,5,spring,2013,02:34:00,04:09,20:38,-1.58
Clandeboye,Fox,Fox,1,26,6,summer,2013,22:43:00,03:51,21:07,-1.58
Lisnaskea Forest,Mouse,Mouse,1,10,9,autumn,2015,04:14:00,05:49,18:56,-1.58
Curragh,Mouse,Wood mouse,2,27,2,winter,2014,05:46:00,07:21,17:58,-1.58
Curragh,Mouse,Wood mouse,1,15,2,winter,2014,06:13:00,07:48,17:33,-1.58
Michael's Farm,Rabbit,Rabbit,1,22,9,autumn,2013,04:37:00,06:12,18:25,-1.58
Killycolpy,Badger,Badger,1,29,4,spring,2013,03:17:00,04:51,19:57,-1.57
Saintfield,Badger,Badger,1,14,4,spring,2015,03:53:00,05:27,19:27,-1.57
Mount Stewart,Badger,Badger,1,5,6,summer,2013,22:32:00,03:53,20:57,-1.57
Erik & Cecil's,Fallow,Fallow Deer,1,8,11,autumn,2013,18:11:00,07:43,16:36,-1.57
Clandeboye,Fallow,Fallow Deer,1,20,7,summer,2013,22:22:00,04:17,20:47,-1.57
Lisnaskea Forest,Fox,Fox,1,19,9,autumn,2015,20:08:00,06:05,18:34,-1.57
Lisnaskea Forest,Fox,Fox,1,4,10,autumn,2015,04:59:00,06:33,17:56,-1.57
Moneymore,Hare,Hare,1,1,6,summer,2013,22:27:00,03:56,20:52,-1.57
Curragh,Mouse,Wood mouse,1,21,2,winter,2014,06:01:00,07:35,17:46,-1.57
Ballygrangee Manor,Rabbit,Rabbit,1,3,11,autumn,2013,06:43:00,08:17,17:03,-1.57
Lisnaskea Forest,Sika,Sika,2,4,9,autumn,2015,20:46:00,05:38,19:11,-1.57
Moneymore,Fox,Fox,1,11,7,summer,2014,02:31:00,04:04,20:59,-1.55
Ardmore,Fox,Fox,1,26,7,summer,2015,02:52:00,04:25,20:39,-1.55
Saintfield,Hare,Hare,1,12,4,spring,2015,03:59:00,05:32,19:23,-1.55
Magherafelt,Hare,Hare,1,23,7,summer,2014,22:17:00,04:21,20:43,-1.55
Loughries,Mouse,Wood mouse,1,13,2,winter,2014,06:19:00,07:52,17:29,-1.55
Mount Stewart,Rabbit,Rabbit,1,16,5,spring,2013,02:45:00,04:18,20:28,-1.55
Lisnaskea Forest,Sika,Sika,1,11,9,autumn,2015,20:28:00,05:51,18:54,-1.55
Lissan,Badger,Badger,1,11,6,summer,2013,02:18:00,03:50,21:02,-1.53
Lisnaskea Forest,Fox,Fox,1,2,10,autumn,2015,04:57:00,06:29,18:01,-1.53
Gortavoy Bridge,Fox,Fox,1,13,7,summer,2013,22:29:00,04:07,20:56,-1.53
Middletown,Hare,Hare,1,17,3,spring,2015,20:05:44,06:37,18:33,-1.53
Lisnaskea Forest,Marten,Pine Marten,1,8,9,autumn,2001,20:34:00,05:45,19:01,-1.53
Curragh,Mouse,Wood mouse,1,14,2,winter,2014,06:18:00,07:50,17:31,-1.53
Ballygrangee Manor,Rabbit,Rabbit,1,13,10,autumn,2013,19:05:00,06:51,17:32,-1.53
Ballygrangee Manor,Rabbit,Rabbit,1,2,11,autumn,2013,07:01:00,08:33,16:43,-1.53
Mount Stewart,Rabbit,Rabbit,1,13,5,spring,2013,21:56:00,04:23,20:23,-1.53
Moneymore,Badger,Badger,1,22,4,spring,2013,03:36:00,05:07,19:43,-1.52
Mount Stewart,Badger,Badger,1,29,5,spring,2013,22:20:00,04:00,20:48,-1.52
Moneymore,Hare,Hare,1,5,4,spring,2013,20:43:00,05:48,19:11,-1.52
Cookstown,Hare,Hare,1,3,6,summer,2013,02:24:00,03:55,20:55,-1.52
Desertmartin,Hare,Hare,1,13,7,summer,2013,22:28:00,04:07,20:56,-1.52
Lisnaskea Forest,Marten,Pine Marten,1,18,9,autumn,2015,04:32:00,06:03,18:36,-1.52
Lisnaskea Forest,Marten,Pine Marten,1,3,8,summer,2015,21:56:00,04:39,20:24,-1.52
Magho,Marten,Pine Marten,1,18,2,winter,2014,06:10:00,07:41,17:39,-1.52
Belmore,Marten,Pine Marten,1,6,2,winter,2014,06:36:00,08:07,17:15,-1.52
Lisnaskea Forest,Mouse,Mouse,1,16,9,autumn,2015,04:29:00,06:00,18:41,-1.52
Mount Stewart,Rabbit,Rabbit,1,12,5,spring,2013,21:53:00,04:25,20:21,-1.52
Magherafelt,Rabbit,Rabbit,1,30,6,summer,2015,22:38:00,03:53,21:06,-1.52
Clandeboye,Rabbit,Rabbit,1,4,7,summer,2013,22:36:00,03:56,21:04,-1.52
Clandeboye,Rabbit,Rabbit,1,18,8,summer,2013,21:23:00,05:07,19:51,-1.52
Mount Stewart,Fox,Fox,1,7,6,summer,2013,02:22:00,03:52,20:59,-1.05
Michael's Farm,Rabbit,Rabbit,1,24,9,autumn,2013,04:45:00,06:15,18:20,-1.05
Michael's Farm,Rabbit,Rabbit,1,4,10,autumn,2013,05:04:00,06:34,17:54,-1.05
Sandholes,Rabbit,Rabbit,1,1,8,summer,2014,21:59:00,04:36,20:28,-1.05
Lisnaskea Forest,Sika,Sika,2,17,9,autumn,2015,04:32:00,06:02,18:39,-1.05
Knockcloghrim,Hare,Hare,1,16,9,autumn,2013,20:10:00,06:01,18:40,-1.48
Middletown,Hare,Hare,1,14,3,spring,2015,19:57:05,06:45,18:27,-1.48
Kesh,Hare,Hare,1,25,7,summer,2015,22:10:00,04:24,20:40,-1.48
Beltonean Lane,Hare,Hare,1,7,8,summer,2014,21:46:00,04:47,20:16,-1.48
Magho,Marten,Pine Marten,1,19,2,winter,2014,19:12:00,07:39,17:42,-1.48
Curragh,Mouse,Wood mouse,2,28,2,winter,2014,05:49:00,07:18,18:00,-1.48
Lurgan,Rabbit,Rabbit,1,23,8,summer,2014,21:10:00,05:16,19:40,-1.48
Lisnaskea Forest,Sika,Sika,1,4,9,autumn,2015,20:41:00,05:38,19:11,-1.48
Magherafelt,Fox,Fox,1,6,6,summer,2013,22:27:00,03:52,20:58,-1.47
Loughries,Fox,Fox,1,28,1,winter,2014,18:25:00,08:23,16:56,-1.47
Cookstown,Hare,Hare,1,30,6,summer,2013,22:35:00,03:53,21:06,-1.47
Lisnaskea Forest,Marten,Pine Marten,1,19,9,autumn,2015,20:02:00,06:05,18:34,-1.47
Curragh,Mouse,Wood mouse,1,21,2,winter,2014,06:07:00,07:35,17:46,-1.47
Ballygrangee Manor,Rabbit,Rabbit,1,31,10,autumn,2013,05:59:00,07:27,16:52,-1.47
Mount Stewart,Rabbit,Rabbit,1,16,5,spring,2013,21:57:00,04:18,20:28,-1.47
Lisnaskea Forest,Sika,Sika,3,5,9,autumn,2015,20:38:00,05:40,19:09,-1.47
Lisnaskea Forest,Sika,Sika,1,6,10,autumn,2015,05:09:00,06:37,17:51,-1.47
Carncastle,Fox,Fox,1,30,6,summer,2015,02:26:00,03:53,21:06,-1.45
Ballyrolly,Fox,Fox,1,27,8,summer,2013,03:57:00,05:24,19:30,-1.45
Newferry,Hare,Hare,1,25,4,spring,2013,21:17:00,05:00,19:49,-1.45
Glencunny,Marten,Pine Marten,1,14,2,winter,2014,18:59:00,07:50,17:31,-1.45
Clandeboye,Rabbit,Rabbit,1,25,6,summer,2013,02:23:00,03:50,21:07,-1.45
Clandeboye,Rabbit,Rabbit,1,24,6,summer,2013,22:35:00,03:50,21:07,-1.45
Clandeboye,Rabbit,Rabbit,1,16,8,summer,2013,21:24:00,05:04,19:56,-1.45
Ballyboley,Fox,Fox,1,23,10,autumn,2013,18:36:00,07:11,17:09,-1.43
Lisnaskea Forest,Mouse,Mouse,1,15,9,autumn,2015,20:11:00,05:58,18:44,-1.43
Moneymore,Rabbit,Rabbit,1,29,7,summer,2014,22:00:00,04:31,20:33,-1.43
Lisnaskea Forest,Sika,Sika,2,5,9,autumn,2015,20:36:00,05:40,19:09,-1.43
Ballyrolly,Fox,Fox,1,23,8,summer,2013,03:52:00,05:17,19:40,-1.42
Bowtown Road,Fox,Fox,1,1,2,winter,2014,18:30:00,08:16,17:04,-1.42
Cookstown,Hare,Hare,1,31,5,spring,2013,22:17:00,03:57,20:51,-1.42
Curragh,Mouse,Wood mouse,2,28,2,winter,2014,05:53:00,07:18,18:00,-1.42
Sandholes,Rabbit,Rabbit,1,1,8,summer,2014,21:54:00,04:36,20:28,-1.42
Lisnaskea Forest,Sika,Sika,1,2,10,autumn,2015,05:04:00,06:29,18:01,-1.42
Mount Stewart,Badger,Badger,1,11,6,summer,2013,22:27:00,03:50,21:02,-1.4
Clandeboye,Fallow,Fallow Deer,2,25,6,summer,2013,02:26:00,03:50,21:07,-1.4
Moneymore,Hare,Hare,1,17,9,autumn,2013,20:02:00,06:03,18:37,-1.4
Moneymore,Hare,Hare,1,23,6,summer,2013,02:25:00,03:49,21:07,-1.4
Mount Stewart,Rabbit,Rabbit,1,20,4,spring,2013,03:48:00,05:12,19:40,-1.4
Lisnaskea Forest,Sika,Sika,1,20,11,autumn,2015,17:42:00,08:06,16:17,-1.4
Lisnaskea Forest,Sika,Sika,2,13,11,autumn,2015,17:53:00,07:52,16:28,-1.4
Lisnaskea Forest,Fox,Fox,1,2,10,autumn,2015,05:06:00,06:29,18:01,-1.38
Knockcloghrim,Hare,Hare,1,6,5,spring,2013,21:34:00,04:37,20:10,-1.38
Cookstown,Hare,Hare,1,29,7,summer,2014,21:57:00,04:31,20:33,-1.38
Sandholes,Hare,Hare,1,29,7,summer,2014,21:57:00,04:31,20:33,-1.38
Ardmore,Hare,Hare,1,23,7,summer,2015,22:08:00,04:21,20:44,-1.38
Mount Stewart,Rabbit,Rabbit,1,13,5,spring,2013,21:47:00,04:23,20:23,-1.38
Magherafelt,Rabbit,Rabbit,1,29,6,summer,2015,22:31:00,03:52,21:07,-1.38
Sandholes,Rabbit,Rabbit,1,30,7,summer,2014,21:55:00,04:33,20:31,-1.38
Lisnaskea Forest,Sika,Sika,1,20,11,autumn,2015,17:41:00,08:06,16:17,-1.38
Lisnaskea Forest,Sika,Sika,2,14,11,autumn,2015,17:50:00,07:54,16:26,-1.38
Carrowdore,Badger,Badger,1,21,1,winter,2014,18:05:00,08:33,16:42,-1.37
Kesh,Hare,Hare,1,28,7,summer,2015,21:58:00,04:29,20:35,-1.37
Michael's Farm,Rabbit,Rabbit,3,21,9,autumn,2013,19:50:00,06:10,18:27,-1.37
Sandholes,Rabbit,Rabbit,1,30,7,summer,2014,21:54:00,04:33,20:31,-1.37
Sandholes,Rabbit,Rabbit,1,29,7,summer,2014,21:56:00,04:31,20:33,-1.37
Lisnaskea Forest,Sika,Sika,1,5,9,autumn,2015,20:32:00,05:40,19:09,-1.37
Clandeboye,Fallow,Fallow Deer,1,28,6,summer,2013,22:29:00,03:52,21:07,-1.35
Knockcloghrim,Hare,Hare,1,4,11,autumn,2013,18:05:00,07:35,16:43,-1.35
Lisnaskea Forest,Marten,Pine Marten,1,9,10,autumn,2015,05:22:00,06:43,17:43,-1.35
Curragh,Mouse,Wood mouse,2,28,2,winter,2014,05:57:00,07:18,18:00,-1.35
Michael's Farm,Rabbit,Rabbit,1,28,9,autumn,2013,19:31:00,06:23,18:09,-1.35
Mount Stewart,Rabbit,Rabbit,1,21,5,spring,2013,21:58:00,04:10,20:36,-1.35
Clandeboye,Rabbit,Rabbit,2,27,6,summer,2013,02:30:00,03:51,21:07,-1.35
Mount Stewart,Rabbit,Rabbit,1,6,6,summer,2013,22:20:00,03:52,20:58,-1.35
Clandeboye,Rabbit,Rabbit,1,27,6,summer,2013,22:29:00,03:51,21:07,-1.35
Clandeboye,Rabbit,Rabbit,1,22,6,summer,2013,22:29:00,03:49,21:07,-1.35
Lisnaskea Forest,Sika,Sika,1,31,8,summer,2015,20:43:00,05:30,19:21,-1.35
Mount Stewart,Fox,Fox,1,19,4,spring,2013,20:59:00,05:14,19:38,-1.03
Maghera,Hare,Hare,1,3,11,autumn,2013,18:24:00,08:17,17:03,-1.03
